emp_id,firstname,lastname,startdate,exitdate,title,supervisor,businessunit,employeestatus,employeetype,payzone,employeeclassificationtype,terminationdescription,departmenttype,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,performance_score,current_rating,is_active
3546,Paris,Carr,2021-07-31,2023-01-27,Area Sales Manager,Jeffrey Huffman,CCDR,Active,Full-Time,Zone B,Part-Time,Baby million million soldier.,Sales,General - Con,,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1,False
3547,Adriel,Wiggins,2022-01-20,,Area Sales Manager,Sara Edwards,BPC,Active,Contract,Zone B,Full-Time,Active,Sales,Project Management - Eng,,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2,True
3548,Sanaa,Glass,2021-07-11,2022-10-10,Area Sales Manager,Stephen Garcia,WBL,Active,Part-Time,Zone A,Full-Time,Bit reveal forget the.,Sales,General - Con,,KY,Technician,Female,40135,White,Single,Fully Meets,1,False
3549,Ryan,Lynch,2018-10-15,2020-10-18,Area Sales Manager,Tracy Castro MD,TNS,Active,Full-Time,Zone C,Full-Time,Fact southern recognize themselves type mean.,Sales,Field Operations,,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2,False
3550,Charlie,Atkinson,2021-11-26,2022-10-14,Area Sales Manager,Jennifer Hicks,SVG,Future Start,Part-Time,Zone C,Temporary,Will person decade Republican.,Sales,Wireline Construction,,TX,Billing,Male,57754,White,Divorced,Fully Meets,1,False
3551,Emery,Roach,2018-08-11,,Area Sales Manager,Victoria Bailey,PYZ,Active,Part-Time,Zone C,Part-Time,Active,Sales,Engineers,,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4,True
3552,Harper,Ramos,2020-02-16,2020-06-03,Area Sales Manager,Maria Chan,PL,Active,Full-Time,Zone B,Full-Time,Stand possible truth bank on meet daughter.,Sales,Field Operations,,CO,Foreman,Male,28714,White,Single,Needs Improvement,1,False
3553,Khalil,Mendez,2020-01-20,,Area Sales Manager,Regina Martinez,NEL,Active,Contract,Zone C,Temporary,Active,Sales,Field Operations,,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4,True
3554,Lizeth,Holland,2019-03-31,,Area Sales Manager,Tonya Martin,MSC,Active,Part-Time,Zone C,Temporary,Active,Sales,People Services,,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1,True
3555,Matilda,Randall,2023-01-06,2023-05-07,Area Sales Manager,Daniel Wolf,EW,Active,Full-Time,Zone C,Temporary,Choose list of all nor stock.,Sales,General - Eng,,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4,False
3556,Damien,Howe,2019-07-18,2020-01-15,Area Sales Manager,Sarah Petersen,CCDR,Active,Full-Time,Zone B,Temporary,Community material much behind.,Sales,Wireline Construction,,CA,Vp,Male,86009,White,Single,Exceeds,2,False
3557,Nicholas,Obrien,2019-02-13,,Area Sales Manager,Victoria Christian DDS,BPC,Active,Part-Time,Zone C,Temporary,Active,Sales,Field Operations,,MA,Operator,Male,68837,Other,Single,Fully Meets,2,True
3558,Mildred,Gentry,2018-12-30,,Production Technician I,Erin Moore,MSC,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Yard (Material Handling),,MA,Manager,Female,2145,Black,Single,Fully Meets,1,True
3559,Wilson K,Adinolfi,2019-11-06,2020-09-06,Production Technician I,Andrea Gutierrez,NEL,Active,Part-Time,Zone C,Full-Time,Age approach seek person across yes care.,Production       ,Field Operations,,MA,Assistant,Male,1960,White,Single,Fully Meets,2,False
3560,Joanne,Handschiegl,2022-06-01,,Production Technician I,Wanda Ross DDS,MSC,Active,Contract,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4,True
3561,Dianna,Blount,2023-03-28,,Production Technician II,Steven King,BPC,Active,Part-Time,Zone C,Temporary,Active,Production       ,General - Con,,MA,Technician,Female,2171,White,Married,Fully Meets,5,True
3562,Jean,Crimmings,2019-05-21,2023-01-05,Production Technician I,Stephen Rodriguez,CCDR,Future Start,Contract,Zone B,Full-Time,Whom summer common produce despite follow.,Production       ,Shop (Fleet),,MA,Manager,Female,1821,Other,Single,Exceeds,2,False
3563,Nore,Sadki,2019-01-01,,Production Technician I,Patricia Carter,WBL,Active,Contract,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Driver,Male,2148,Black,Widowed,PIP,4,True
3564,Susan,Lundy,2019-01-26,2020-12-02,Production Technician II,Diana Johnson,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Week degree party available measure.,Production       ,Aerial,,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1,False
3565,Kramer,Keatts,2021-09-11,,Production Technician I,Diana Good,WBL,Active,Part-Time,Zone B,Full-Time,Active,Production       ,General - Con,,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4,True
3566,Maliki,Moumanil,2021-09-26,,Production Technician II,Desiree Stephens,PL,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Aerial,,MA,Lineman,Male,1460,Black,Single,Fully Meets,2,True
3567,Nader,Barton,2023-03-04,,Production Technician I,Debra Garcia,EW,Active,Full-Time,Zone C,Full-Time,Active,Production       ,General - Sga,,MA,Technician,Male,2747,Asian,Widowed,Fully Meets,4,True
3568,Quinn,Rarrick,2023-07-11,2023-07-29,Production Technician I,Susan Brown,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Couple really very hear.,Production       ,Field Operations,,MA,Foreman,Male,2478,Asian,Divorced,Fully Meets,2,False
3569,Beatrice,Chace,2019-02-09,2020-08-28,Production Technician I,Margaret Hampton,MSC,Active,Part-Time,Zone B,Temporary,Trial little must kitchen recently.,Production       ,Catv,,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2,False
3570,Adrienne J,Homberger,2019-04-19,2021-10-26,Production Technician II,Brandon Miller,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Change instead determine share far leg ground.,Production       ,Fielders,,MA,Engineer,Female,2445,Asian,Married,Fully Meets,1,False
3571,Marilyn,Linares,2022-07-07,2023-07-17,Production Technician I,Dr. Matthew Schmitt,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Heavy throughout program.,Production       ,Field Operations,,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4,False
3572,Timothy,Sullivan,2019-03-12,2020-05-19,Production Technician I,Shawn Berry,WBL,Active,Contract,Zone A,Part-Time,Where first Mr remember crime.,Production       ,Fielders,,MA,Engineer,Male,2747,White,Single,Fully Meets,5,False
3573,Jennifer,Medeiros,2020-03-09,2021-10-17,Production Technician I,Brittany Martin,NEL,Active,Contract,Zone B,Full-Time,Cup purpose hundred region similar.,Production       ,Field Operations,,MA,Driller,Female,2346,Asian,Divorced,Exceeds,4,False
3574,Anna,Von Massenbach,2021-05-18,2022-01-04,Production Technician I,Timothy Weaver,WBL,Future Start,Contract,Zone B,Full-Time,News quite number answer program.,Production       ,Underground,,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1,False
3575,George,Johnson,2021-04-28,2022-01-18,Production Technician I,Amanda Smith,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Big large training region.,Production       ,Field Operations,,MA,Groundman,Male,2445,Hispanic,Single,Exceeds,5,False
3576,Angela,Erilus,2021-07-21,2023-04-26,Production Technician II,Marc Cummings,PL,Active,Full-Time,Zone B,Full-Time,Reflect off growth mouth have.,Production       ,Engineers,,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4,False
3577,Miguel,Estremera,2019-09-15,,Production Technician I,James Rodriguez,BPC,Active,Part-Time,Zone C,Temporary,Active,Production       ,Field Operations,,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4,True
3578,Clinton,Owad,2019-05-04,,Production Technician I,Elizabeth Sullivan MD,WBL,Active,Full-Time,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2,True
3579,Constance,Sloan,2021-05-20,,Production Technician II,Sean Marsh,BPC,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4,True
3580,Davion,Sanchez,2019-12-16,,Production Technician I,Kathryn Wilkinson,PYZ,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Foreman,Male,41016,Other,Married,Fully Meets,4,True
3581,Ross,Strickland,2020-11-20,2023-05-01,Production Technician I,Paul Walker,SVG,Active,Full-Time,Zone A,Part-Time,Memory high then mind concern carry level life.,Production       ,Wireline Construction,,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2,False
3582,Augustus,Drake,2020-08-19,2022-05-04,Production Technician I,Elizabeth Robertson,TNS,Active,Part-Time,Zone B,Part-Time,Other might rise today.,Production       ,Yard (Material Handling),,MA,Laborer,Male,90676,Asian,Widowed,Fully Meets,4,False
3583,Gracelyn,Huynh,2021-04-28,2022-04-18,Production Technician I,Tasha Mayer,WBL,Active,Full-Time,Zone C,Temporary,Others those data before major how.,Production       ,Field Operations,,MA,Construction Manager,Female,16011,White,Married,Needs Improvement,4,False
3584,Orlando,Armstrong,2020-08-14,,Production Technician I,Chris Walker,BPC,Active,Contract,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Lineman,Female,2051,Other,Married,Fully Meets,4,True
3585,Edward,Everett,2021-12-22,,Production Technician I,Traci Floyd,CCDR,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Yard (Material Handling),,MA,Laborer,Female,3074,Black,Divorced,Fully Meets,4,True
3586,Jaqueline,Terrell,2019-02-01,2019-02-10,Production Technician I,Veronica Wiley,EW,Active,Part-Time,Zone B,Full-Time,Identify next game leader.,Production       ,People Services,,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2,False
3587,Quinn,Mccullough,2021-05-10,2021-12-17,Production Technician I,Katherine Gay,MSC,Active,Full-Time,Zone B,Temporary,Society red to able.,Production       ,General - Eng,,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2,False
3588,Selena,Greer,2019-06-25,2019-08-15,Production Technician I,Paul Lopez,NEL,Active,Full-Time,Zone C,Full-Time,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2,False
3589,Giovani,Roy,2019-04-25,,Production Technician I,Jay Bush,PL,Active,Contract,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Laborer,Male,2683,White,Single,Fully Meets,1,True
3590,Dominik,Mullen,2021-02-25,2022-10-13,Production Technician I,Jessica Allen,PYZ,Future Start,Part-Time,Zone C,Full-Time,Country as dream project office.,Production       ,Field Operations,,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4,False
3591,Abdullah,Ellison,2021-11-23,2023-05-29,Production Technician I,Dr. William Thompson,SVG,Future Start,Contract,Zone B,Part-Time,Quality decade director.,Production       ,Field Operations,,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5,False
3592,Andre,Guzman,2021-10-05,2022-06-18,Production Technician I,Mrs. Audrey Gonzalez DDS,TNS,Future Start,Contract,Zone B,Full-Time,Particular network available hospital.,Production       ,Field Operations,,MA,Technician,Male,9454,Other,Single,Fully Meets,3,False
3593,Brayden,Malone,2020-05-30,,Production Technician I,Ashley Bradshaw,WBL,Active,Contract,Zone A,Full-Time,Active,Production       ,General - Con,,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1,True
3594,Maribel,Morrison,2018-12-11,,Production Technician I,Ashley Meyer,PYZ,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Technician,Male,72888,Black,Married,Needs Improvement,1,True
3595,Fisher,Stafford,2020-09-22,2022-09-14,Production Technician I,Nicole Delgado,WBL,Active,Contract,Zone A,Temporary,Dark meeting play room head join truth involve.,Production       ,Engineers,,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1,False
3596,Kellen,Medina,2019-07-28,,Production Technician I,John Henry,NEL,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Splicing,,MA,Technician,Male,33998,Other,Single,Needs Improvement,2,True
3597,Brenton,Monroe,2020-06-06,2021-04-14,Production Technician II,Autumn Decker,PYZ,Future Start,Contract,Zone C,Part-Time,Democrat themselves deal future early.,Production       ,General - Con,,MA,Foreman,Female,17650,Black,Single,Fully Meets,1,False
3598,Derick,Rocha,2018-09-28,2023-08-05,Production Technician II,Alex Moore,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Majority executive plan imagine.,Production       ,Project Management - Eng,,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1,False
3599,Elaine,Weeks,2020-04-12,,Production Technician II,Dana Smith,TNS,Active,Part-Time,Zone A,Temporary,Active,Production       ,General - Con,,MA,Technician,Female,14044,White,Divorced,Fully Meets,2,True
3600,Marely,Dixon,2022-11-01,,Production Technician II,Bobby Serrano,WBL,Active,Contract,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Technician,Female,34810,White,Single,Fully Meets,2,True
3601,Keagan,Henson,2022-11-21,,Production Technician II,Robert Riley,BPC,Active,Part-Time,Zone B,Full-Time,Active,Production       ,Wireline Construction,,MA,Billing,Female,75187,White,Married,Fully Meets,5,True
3602,Helena,Davenport,2021-04-11,2023-05-24,Production Technician II,Crystal Mcneil,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Quality audience deal assume.,Production       ,Engineers,,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5,False
3603,Houston,Aguirre,2018-11-29,2019-02-21,Production Technician II,Christine Costa,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,To trial deep.,Production       ,Field Operations,,MA,Technician,Female,58348,White,Married,Fully Meets,2,False
3604,Kane,Owen,2019-01-16,2022-08-31,Production Technician II,Mark Hale,MSC,Active,Part-Time,Zone B,Full-Time,Sometimes surface page stand area.,Production       ,Field Operations,,MA,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4,False
3605,Emerson,Pitts,2019-09-18,,Production Technician I,Destiny Johnson,CCDR,Active,Contract,Zone C,Temporary,Active,Production       ,Engineers,,MA,Technician,Male,2315,Other,Divorced,Fully Meets,4,True
3606,Clarissa,Winters,2019-08-01,2023-01-20,Production Technician I,Eric Gonzales,SVG,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Poor list reduce reality.,Production       ,Billable Consultants,,MA,Engineer,Male,95618,Other,Divorced,Fully Meets,3,False
3607,Frankie,Atkins,2019-06-18,2021-04-14,Production Technician I,Christopher Murray,EW,Active,Full-Time,Zone A,Full-Time,Finally build do analysis beyond heavy.,Production       ,Project Management - Con,,MA,Coordinator,Male,15195,Other,Married,Fully Meets,5,False
3608,Ally,Zhang,2019-02-13,,Production Technician I,Ashley Williamson,MSC,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Field Operations,,MA,Technician,Male,74447,Other,Married,Fully Meets,3,True
3609,Kayleigh,Harmon,2021-06-02,,Production Technician I,Frederick Harrison,TNS,Active,Contract,Zone B,Full-Time,Active,Production       ,Shop (Fleet),,MA,Welder,Female,21318,Other,Widowed,Fully Meets,3,True
3610,Kayley,Myers,2018-10-11,,Production Technician I,Brian Arnold,PYZ,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,51430,Other,Single,Fully Meets,3,True
3611,Rowan,Cobb,2021-03-09,,Production Technician I,Lori Reed,WBL,Active,Contract,Zone C,Full-Time,Active,Production       ,Project Management - Con,,MA,Technician,Female,85651,Hispanic,Married,Fully Meets,2,True
3612,Edward,Mann,2022-01-23,,Production Technician I,Trevor Rodriguez,NEL,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Technician,Male,68900,Black,Single,PIP,4,True
3613,Amirah,Johnson,2019-02-24,,Production Technician I,Jason Owens,PL,Active,Contract,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Male,9241,Asian,Married,Exceeds,1,True
3614,Bridget,Deleon,2020-01-08,2021-07-02,Production Technician I,Clifford Martinez,BPC,Active,Contract,Zone B,Temporary,Store common between real.,Production       ,Project Management - Con,,MA,Field Project Manager,Male,23691,White,Married,Fully Meets,2,False
3615,Martin,Weber,2021-05-13,2022-09-22,Production Technician I,Lee Hudson,CCDR,Future Start,Full-Time,Zone B,Part-Time,View ever record ahead.,Production       ,General - Con,,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2,False
3616,Ruben,Lewis,2022-02-12,,Production Technician I,Allison Tran,SVG,Active,Contract,Zone C,Full-Time,Active,Production       ,General - Con,,MA,Laborer,Female,14234,Hispanic,Married,Fully Meets,4,True
3617,Bailey,Collier,2023-02-01,,Production Technician I,Pamela Johnson,EW,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Wireline Construction,,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1,True
3618,Charlee,Roth,2023-02-04,,Production Technician I,Erin Harris,MSC,Active,Part-Time,Zone B,Temporary,Active,Production       ,Splicing,,MA,Splicer,Male,13186,Black,Married,Fully Meets,3,True
3619,Karissa,Bowers,2023-03-23,2023-05-01,Production Technician I,Robert Wright,TNS,Active,Full-Time,Zone A,Full-Time,Some others lot miss land similar.,Production       ,General - Con,,MA,Technician,Male,76278,Asian,Married,Fully Meets,3,False
3620,Noel,Ramirez,2023-03-22,2023-07-14,Production Technician I,Mr. Nicholas Austin,PYZ,Active,Part-Time,Zone A,Temporary,Outside sing song relationship action teach.,Production       ,General - Eng,,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2,False
3621,Victoria,Franco,2018-11-28,,Production Technician I,Natalie Cannon,WBL,Active,Contract,Zone A,Full-Time,Active,Production       ,Wireless,,MA,Laborer,Male,15586,White,Married,Fully Meets,2,True
3622,Danika,Fleming,2020-07-09,2021-07-10,Production Technician II,Christopher Ayers,SVG,Active,Part-Time,Zone A,Temporary,Song remember visit finish edge difficult down.,Production       ,Field Operations,,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3,False
3623,Jocelyn,Kline,2019-02-11,,Production Technician II,Elizabeth Burton,EW,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Engineers,,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3,True
3624,Cesar,Higgins,2020-01-09,,Production Technician II,Timothy Curtis,MSC,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Technology / It,,MA,Engineer,Female,85711,Asian,Married,Fully Meets,4,True
3625,Gabriel,Dodson,2021-11-11,2022-07-31,Production Technician II,Tammy Navarro,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Interesting final piece follow.,Production       ,Engineers,,MA,Engineer,Female,54392,Asian,Single,Fully Meets,5,False
3626,Raphael,Sandoval,2021-05-15,,Production Technician II,Natalie Baker,PYZ,Active,Full-Time,Zone B,Temporary,Active,Production       ,Field Operations,,MA,Foreman,Female,61825,Asian,Single,Fully Meets,2,True
3627,Ruth,Harrell,2019-08-21,2022-10-28,Production Technician II,Jesse Wilson,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Sport enter think order determine.,Production       ,Field Operations,,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3,False
3628,Peyton,Barber,2020-09-18,,Production Technician II,Megan Small,NEL,Active,Contract,Zone B,Part-Time,Active,Production       ,Engineers,,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3,True
3629,Reginald,Lowery,2022-08-27,2022-12-03,Production Technician I,Dr. David Austin Jr.,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Expect grow back list letter.,Production       ,Field Operations,,MA,Laborer,Male,70056,Black,Divorced,Fully Meets,5,False
3630,Stephanie,Briggs,2019-02-23,,Production Technician I,Scott Davis,MSC,Active,Contract,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Male,81819,Other,Widowed,Fully Meets,5,True
3631,Shaniya,Becker,2022-08-08,2022-10-25,Production Technician I,Kristin Salinas,EW,Active,Contract,Zone C,Full-Time,Experience room top and including compare.,Production       ,Wireline Construction,,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3,False
3632,Ryan,Oconnell,2022-09-24,2022-10-24,Production Technician I,Bridget Jones,CCDR,Active,Contract,Zone C,Full-Time,Realize work series fact weight contain.,Production       ,Field Operations,,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3,False
